Rip,Name (Showing 19337 of 19337 Total),"Species Corrected",In Latin Genus List Ref.,"Created Date","Updated Date",Maker,Maker List Ref.,Build,Padding,Appearance,Leg Type,Finger Type,Base Colour,Eye Colour,Avatar Type,Pulled
"Daverab Owner: Daverab Species: kangaroo , rabbit , rabbit hybrid DB Added: 2011-12-21 Created: 2010-06-20 Updated: 2011-12-21 Builder(s): Media Mixed Candy - Latin Vixen",Daverab,Hybrid Custom,120,20-06-2010,21-12-2011,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Blue,Green,Hybrid,
,Defqon Roo,Kangaroo,148,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Black,Brown,Kangaroo,
,Demonfur,Hybrid Custom,120,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Purple,Red,Hybrid,
Desta Owner: korrok Species: ethiopian wolf DB Added: 2009-01-09 Created: 2007-02-12 Updated: 2009-01-09 Builder(s): Mixed Candy - Latin Vixen Ravell,Desta,Wolf,210,12-02-2007,09-01-2009,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Purple,Wolf,
,Diezel,Raccoon,183,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Raccoon,
,Dire Wolf,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Realistic,Plantigrade,Five,Brown,Blue,Wolf,
Disturbia Wolf Owner: DisturbiaWolf Species: gray wolf DB Added: 2011-04-27 Created: 2011-04-11 Updated: 2013-04-17 Builder(s): Mixed Candy - Latin Vixen,Disturbia Wolf,Wolf,210,11-04-2011,17-04-2013,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Grey,Blue,Wolf,
,Dolphin,Dolphin,66,,,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Grey,Blue,Missingno (No Avatar Graphic Found),
DragonMassiel Owner: Dragonmassiel Species: dragon DB Added: 2007-09-05 Created: 2007-02-20 Updated: 2007-09-05 Builder(s): Mixed Candy - Latin Vixen,Dragonmassiel,Fantasy - Dragon,78,20-02-2007,05-09-2007,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Five,White,Blue,Dragon,
,Drake,Wolf,210,,,Mixed Candy,492,Fullsuit,Muscle,Realistic,Digitigrade,Five,Grey,Multi,Wolf,
,Dreamcatcher,Cheetah,19,,,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Brown,Blue,Spotted Cat,
,Dusty,Coyote,25,,,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Brown,Brown,Dog Thick Tail,
,Dusty,Coyote,25,,,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Brown,Brown,Dog Thick Tail,
,Dynamite,Hybrid Custom,120,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Yellow,Hybrid,
ElectroPaw Owner: ElectroPaw Species: wolf DB Added: 2006-10-14 Created: 2006-06-01 Updated: 2010-03-18 Builder(s): Mixed Candy - Latin Vixen ScribbleFox,Electropaw,Wolf,210,01-06-2006,18-03-2010,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Wolf,
Elias Saphir Owner: Eliaphir Species: snow leopard DB Added: 2012-04-02 Created: 2012-01-30 Updated: 2012-04-02 Builder(s): Mixed Candy - Latin Vixen,Elias Saphir,Snow Leopard,196,30-01-2012,02-04-2012,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Snow Leopard,
,Elvin,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Blue,Black,Wolf,
,Emerson,Dog Domestic,47,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Five,Brown,Blue,Dog Half Cocked Stub Tail,
,Erilo,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Brown,Green,Wolf,
,Evil Husky,Dog Husky,52,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Black,Blue,Husky,
,Far,Hybrid Custom,120,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Hybrid,
,FarOutThere,Extinct Mammal,71,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Blue,Extinct,
,Fauxpaw,Fox,100,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Brown,Orange,Fox,
,Female Jaguar,Jaguar,147,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Blue,Spotted Cat,
,Fennec,Fennec,97,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Brown,Black,Fennec,
,Feuer,Wolf,210,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Red,Brown,Wolf,
FJ Cougar V1 Owner: Catofmount Species: cougar DB Added: 2010-02-06 Created: 2002-05-23 Updated: 2010-02-06 Builder(s): Mixed Candy - Latin Vixen,Fj Cougar,Cougar,23,23-05-2002,06-02-2010,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Brown,Black,Feline (Long Tail),
Flagstaff V2 Owner: ElectroPaw Species: coyote DB Added: 2011-03-31 Created: 2010-11-15 Updated: 2011-03-31 Builder(s): Mixed Candy - Latin Vixen,Flagstaff,Coyote,25,15-11-2010,31-03-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Yellow,Dog Thick Tail,
Floyd Mephit Owner: Floyd Mephit Species: skunk DB Added: 2008-06-28 Created: 2007-06-13 Updated: 2010-08-03 Builder(s): Mixed Candy - Latin Vixen,Floyd Mephit,Skunk,193,13-06-2007,03-08-2010,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Five,Black,Blue,Missingno (No Avatar Graphic Found),
,Ford,Dog German Shepherd,48,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Brown,Blue,Dog Thick Tail,
Frisbee Owner: Frisbee Species: australian cattle dog DB Added: 2009-04-01 Created: Updated: 2010-09-14 Builder(s): Mixed Candy - Latin Vixen,Frisbee,Dog Australian Shepherd,33,,14-09-2010,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Brown,Dog Half Cocked Medium Tail,
Frost T Wolf Owner: FrostTWolf Species: wolf DB Added: 2007-09-25 Created: 2007-08-03 Updated: 2007-09-26 Builder(s): Mixed Candy - Latin Vixen,Frost T Wolf,Wolf,210,03-08-2007,26-09-2007,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Brown,Multi,Wolf,
Frostbite Owner: Antimon Species: lemur DB Added: 2007-12-05 Created: 2007-11-18 Updated: 2008-04-15 Builder(s): Mixed Candy - Latin Vixen ScribbleFox,Frostbite,Lemur,150,18-11-2007,15-04-2008,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,White,Yellow,Red Panda,
Frostcat Owner: Frostcat Species: cat DB Added: 2007-03-16 Created: 2009-01-24 Updated: 2011-04-14 Builder(s): Mixed Candy - Latin Vixen,Frostcat,Cat Domestic,18,24-01-2009,14-04-2011,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Black,Blue,Domestic Cat,
Fyrefang Owner: fyrefang Species: jaguar DB Added: 2008-06-06 Created: 2005-02-12 Updated: 2011-12-30 Builder(s): Mixed Candy - Latin Vixen,Fyrefang,Jaguar,147,12-02-2005,30-12-2011,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Spotted Cat,
,Gabriel,Wolf,210,,,Mixed Candy,492,Partial,None,Realistic,Plantigrade,Five,Grey,Brown,Wolf,
,GC,Goat,106,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Other,Black,Green,Goat,
,German Shepherd,Dog German Shepherd,48,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Brown,Black,Dog Thick Tail,
Gibbs Owner: baccala30 Species: fox DB Added: 2009-07-19 Created: 2007-01-17 Updated: 2013-11-28 Builder(s): Mixed Candy - Latin Vixen,Gibbs,Fox,100,17-01-2007,28-11-2013,Mixed Candy,492,Partial,None,Realistic,Plantigrade,Five,Black,Black,Fox,
,Gothic Meezer,Cat Domestic,18,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Grey,Blue,Domestic Cat,
,Greyhound,Dog Hound,51,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Dog Both Cocked Thin Tail,
Greypaws Owner: Greypaws Species: wolf DB Added: 2007-01-01 Created: 2003-12-01 Updated: 2010-06-03 Builder(s): Mixed Candy - Latin Vixen,Greypaws,Wolf,210,01-12-2003,03-06-2010,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Wolf,
Growl Owner: Growl Species: raccoon DB Added: 2006-09-07 Created: 2003-12-14 Updated: 2006-09-08 Builder(s): Mixed Candy - Latin Vixen,Growl,Raccoon,183,14-12-2003,08-09-2006,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Yellow,Raccoon,
,Gryphon Wolf,Hybrid Custom,120,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Hybrid,
,Gunner,Hybrid Custom,120,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Blue,Green,Hybrid,
,Halvan,Dog Domestic,47,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Red,Green,Dog Half Cocked Stub Tail,
,Happy Husky,Dog Husky,52,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Husky,
,Horatio,Cat Domestic,18,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,White,Orange,Domestic Cat,
Huskers V 2 Owner: Huskers Species: husky DB Added: 2008-11-27 Created: Updated: 2011-02-01 Builder(s): Mixed Candy - Latin Vixen,Husker,Dog Husky,52,,01-02-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Husky,
,Husky Girl,Dog Husky,52,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Blue,Husky,
,Husky Puppy,Dog Husky,52,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Grey,Multi,Husky,
Ice Foxx Owner: IceFoxx Species: fox DB Added: 2009-03-11 Created: 2004-11-01 Updated: 2009-10-03 Builder(s): Mixed Candy - Latin Vixen,Ice Fox,Fox,100,01-11-2004,03-10-2009,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Fox,
,Jack,Donkey,67,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Other,Grey,Black,Horse,
Jake Owner: Char_and_SphinxFox Species: red panda DB Added: 2009-10-18 Created: Updated: 2009-10-18 Builder(s): Mixed Candy - Latin Vixen,Jake,Red Panda,185,,18-10-2009,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Brown,Black,Red Panda,
,Japenese Wolf,Wolf,210,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Black,Brown,Wolf,
,Jase Husky,Dog Husky,52,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Multi,Husky,
,Jazzer,Ferret,98,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,White,Purple,Ferret,
Jenna Vixen Owner: sammythesamoyed Species: fox DB Added: 2010-03-19 Created: 2006-01-01 Updated: 2011-01-21 Builder(s): Mixed Candy - Latin Vixen,Jenna Vixen,Fox,100,01-01-2006,21-01-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Fox,
,Jessie T Wolf,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Brown,Wolf,
,John Vincent,Panther,172,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Blue,Feline (Long Tail),
,Jones,Lion,152,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Brown,Blue,Lion,
,JP Puppy,Dog Domestic,47,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Brown,Brown,Dog Half Cocked Stub Tail,
,JP Wolf,Wolf,210,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Grey,Brown,Wolf,
,JR,Dog Terrier,65,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Grey,Blue,Dog Half Cocked Stub Tail,
,Kahateni,Wolf,210,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Brown,Red,Wolf,
,Kaida,Hybrid Custom,120,,,Mixed Candy,492,Partial,None,Realistic,Plantigrade,Four,Black,Blue,Hybrid,
Kane Owner: KaneHusky Species: husky DB Added: 2009-07-09 Created: 2009-06-30 Updated: 2014-01-07 Builder(s): Mixed Candy - Latin Vixen,Kane,Dog Husky,52,30-06-2009,07-01-2014,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Five,Black,Blue,Husky,
,Kanu,Lion,152,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Brown,Blue,Lion,
,Kargo,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Brown,Wolf,
,Karik Lion Cub,Lion,152,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Blue,Yellow,Lion,
,Kataru,Tiger,202,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Red,Green,Tiger,
,Katze,Cat Domestic,18,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,White,Green,Domestic Cat,
Kaylee Owner: Antimon Species: bat DB Added: 2011-03-01 Created: Updated: 2011-03-01 Builder(s): Mixed Candy - Latin Vixen,Kaylee,Bat,10,,01-03-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Other,Pink,Pink,Missingno (No Avatar Graphic Found),
,Kennedy,Coyote,25,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Dog Thick Tail,
Khir Moonclaw Owner: Khir Species: dragon DB Added: 2006-09-09 Created: 2005-10-01 Updated: 2010-03-03 Builder(s): Mixed Candy - Latin Vixen,Khir Moonclaw,Fantasy - Dragon,78,01-10-2005,03-03-2010,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Grey,Orange,Dragon,
Kia Owner: TibbleCougaress Species: DB Added: 2012-04-04 Created: 2008-06-01 Updated: 2015-07-02 Builder(s): Mixed Candy - Latin Vixen,Kia,Cougar,23,01-06-2008,02-07-2015,Mixed Candy,492,Fullsuit,None,Realistic Toony,Plantigrade,Five,Brown,Brown,Feline (Long Tail),
Kimberly Rabbit Owner: Exdra Species: rabbit DB Added: 2008-11-15 Created: Updated: 2008-11-15 Builder(s): Mixed Candy - Latin Vixen,Kimberly Rabbit,Rabbit,182,,15-11-2008,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Black,Green,Rabbit,
,Kiv,Cheetah,19,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Multi,Spotted Cat,
,Kody,Dog Burnese Mountain,39,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,White,Blue,Dog Half Cocked Medium Tail,
,Kojac,Dog Husky,52,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Red,Green,Husky,
,Kona,Dinosaur,30,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Brown,Extinct,
,Krash,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Blue,Wolf,
,Kuff,Hybrid Custom,120,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Hybrid,
Kulkun Owner: Kulkun Species: wolf DB Added: 2007-05-06 Created: 2006-08-15 Updated: 2007-05-06 Builder(s): Mixed Candy - Latin Vixen,Kulkun,Wolf,210,15-08-2006,06-05-2007,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Wolf,
Kyoto Fox Owner: Kyoto Fox Species: fox DB Added: 2011-01-03 Created: 2006-11-28 Updated: 2012-12-18 Builder(s): Mixed Candy - Latin Vixen,Kyoto Fox,Fox,100,28-11-2006,18-12-2012,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Brown,Green,Fox,
,Kyro,Coyote,25,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Dog Thick Tail,
Lace Owner: Lace Species: wolf DB Added: 2006-09-12 Created: 2005-01-11 Updated: 2007-09-18 Builder(s): Mixed Candy - Latin Vixen,Lace,Wolf,210,11-01-2005,18-09-2007,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Wolf,
,Lacey Saber,Extinct Mammal,71,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Brown,Blue,Extinct,
,Laches Wolf,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Wolf,
,Laney,Panda,171,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,White,Purple,Bear,
Larsen-Ja Owner: AraqueKimahri Species: wolf DB Added: 2012-04-10 Created: 2013-10-28 Updated: 2014-01-04 Builder(s): Mixed Candy - Latin Vixen,Larsen-Ja,Wolf,210,28-10-2013,04-01-2014,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Yellow,Wolf,
,Latin Vixen,Fox,100,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Fox,
,Latin Vixen,Fox,100,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Fox,
Latte Owner: Jedders Species: lion DB Added: 2007-07-14 Created: Updated: 2013-05-05 Builder(s): Mixed Candy - Latin Vixen,Latte,Lion,152,,05-05-2013,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Brown,Black,Lion,
Lauren Rivers Owner: ZigZag Species: zebra DB Added: 2008-07-04 Created: 2008-06-24 Updated: 2008-07-04 Builder(s): Mixed Candy - Latin Vixen,Lauren Rivers,Zebra,212,24-06-2008,04-07-2008,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,White,Blue,Zebra,
,Lemur,Lemur,150,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Grey,Yellow,Red Panda,
"Lenny Mutt Owner: lennymutt Species: german shepherd , husky DB Added: 2006-10-04 Created: 2006-08-24 Updated: 2011-08-21 Builder(s): Mixed Candy - Latin Vixen Zim-gekko",Lenny Mutt,Hybrid Custom,120,24-08-2006,21-08-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Grey,Green,Hybrid,
,Leo,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Blue,Blue,Wolf,
Lewis Owner: Arito Species: hare DB Added: 2012-05-19 Created: 2012-05-04 Updated: 2012-05-19 Builder(s): Arito Mixed Candy - Latin Vixen,Lewis,Hare,109,04-05-2012,19-05-2012,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Brown,Black,Rabbit,
,Lil Pup,Dog Domestic,47,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Brown,Blue,Dog Half Cocked Stub Tail,
,Limin,Cat Domestic,18,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Blue,Domestic Cat,
,Lion,Lion,152,,,Mixed Candy,492,Partial,None,Realistic,Plantigrade,Five,Brown,Black,Lion,
,Logan,Goat,106,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Other,Blue,Brown,Goat,
,Loopy,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Realistic,Plantigrade,Five,Grey,Purple,Wolf,
,Lou,Dog German Shepherd,48,,,Mixed Candy,492,Fullsuit,None,Realistic,Plantigrade,Five,Brown,Black,Dog Thick Tail,
,Lucas,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Black,Wolf,
,Lucky,Skunk,193,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Black,Missingno (No Avatar Graphic Found),
Magnus Owner: Weremagnus Species: dragon DB Added: 2015-01-25 Created: Updated: 2015-11-10 Builder(s): Mixed Candy - Latin Vixen Weremagnus,Magnus,Fantasy - Dragon,78,,10-11-2015,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Red,Black,Dragon,
,Margo,Cat Domestic,18,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Grey,Purple,Domestic Cat,
,Mark,Fox,100,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Red,Yellow,Fox,
,Marlo,Hyena,144,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Missingno (No Avatar Graphic Found),
Marv Owner: aliaspup Species: bear DB Added: 2012-01-31 Created: Updated: 2012-01-31 Builder(s): Mixed Candy - Latin Vixen,Marv,Bear,11,,31-01-2012,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Black,Bear,
Masked Mustang Owner: Ultra-Gor Species: horse DB Added: 2009-03-29 Created: 2007-04-12 Updated: 2014-07-06 Builder(s): Mixed Candy - Latin Vixen,Masked Mustang,Horse,113,12-04-2007,06-07-2014,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Brown,Black,Horse,
MattPanther Owner: Matt_Panther Species: panther DB Added: 2010-08-12 Created: 2010-06-24 Updated: 2010-08-12 Builder(s): Mixed Candy - Latin Vixen,Mattpanther,Panther,172,24-06-2010,12-08-2010,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Feline (Long Tail),
MehndiX Owner: MehndiX Species: tiger DB Added: 2007-06-03 Created: 2007-06-02 Updated: 2007-06-03 Builder(s): Mixed Candy - Latin Vixen,Mehndix,Tiger,202,02-06-2007,03-06-2007,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Orange,Blue,Tiger,
,Memnoch,Hybrid Custom,120,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Red,Hybrid,
,Meras,Wolf,210,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Blue,Wolf,
,Mochi,Fox,100,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Fox,
,Moofli,Hybrid Custom,120,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Pink,Blue,Hybrid,
,Moonstalker,Wolf,210,,,Mixed Candy,492,Fullsuit,Muscle,Realistic,Plantigrade,Five,Brown,Brown,Wolf,
,Mrianti,Skunk,193,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Blue,Missingno (No Avatar Graphic Found),
,MTiger,Tiger,202,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Brown,Black,Tiger,
Naketa-Orcan Owner: naketa Species: orca DB Added: 2006-09-27 Created: 2005-12-25 Updated: 2006-09-27 Builder(s): Mixed Candy - Latin Vixen,Naketa-Orcan,Orca,167,25-12-2005,27-09-2006,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Other,Black,Blue,Missingno (No Avatar Graphic Found),
,Napolean,Dog Husky,52,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Black,Red,Husky,
,Neon,Dog Domestic,47,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Blue,Brown,Dog Half Cocked Stub Tail,
,Nick Saber,Extinct Mammal,71,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Extinct,
Nikishi Owner: Gothic Siamese Species: cat DB Added: 2008-03-25 Created: 2005-07-01 Updated: 2008-03-25 Builder(s): Mixed Candy - Latin Vixen,Nikishi,Cat Domestic,18,01-07-2005,25-03-2008,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Grey,Blue,Domestic Cat,
,Nikolai,Bat,10,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Blue,Missingno (No Avatar Graphic Found),
Nitros Owner: husky_01 Species: husky DB Added: 2011-10-24 Created: Updated: 2013-03-30 Builder(s): Mixed Candy - Latin Vixen,Nitros,Dog Husky,52,,30-03-2013,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Blue,Yellow,Husky,
Noodles Owner: Noodles Species: australian shepherd DB Added: 2010-08-12 Created: 2010-08-09 Updated: 2011-08-29 Builder(s): Mixed Candy - Latin Vixen,Noodles,Dog Australian Shepherd,33,09-08-2010,29-08-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Brown,Dog Half Cocked Medium Tail,
Nouga Owner: AoiKitsune Species: husky DB Added: 2008-09-07 Created: 2008-04-17 Updated: 2008-09-07 Builder(s): Mixed Candy - Latin Vixen,Nouga,Dog Husky,52,17-04-2008,07-09-2008,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Blue,Husky,
,Nuku Fox,Fox,100,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Brown,Green,Fox,
,NZ Wolf,Wolf,210,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Grey,Blue,Wolf,
,Octane Bull,Cow,24,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Brown,Black,Cow (Bull),
,Opossum,Possum,179,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Five,Brown,Multi,"Mustelidae (Weasel, Meerkat etc)",
,Orca,Orca,167,,,Mixed Candy,492,Fullsuit,Muscle,Toony,Plantigrade,Four,Black,Green,Missingno (No Avatar Graphic Found),
Osiris Owner: Khalfani Species: hyena DB Added: 2011-02-15 Created: 2011-01-14 Updated: 2011-02-15 Builder(s): Mixed Candy - Latin Vixen,Osiris,Hyena,144,14-01-2011,15-02-2011,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Missingno (No Avatar Graphic Found),
,Osprey,Bird,13,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,White,Red,Bird (Small),
,Ozark,Fox,100,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Grey,Purple,Fox,
Pachinko Owner: Cabby Species: bunny DB Added: 2006-09-12 Created: Updated: 2009-02-06 Builder(s): Cabby Mixed Candy - Latin Vixen,Pachinko,Rabbit,182,,06-02-2009,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Yellow,Green,Rabbit,
Pamiiruq Sorrell Owner: Pamiiruq Species: husky DB Added: 2014-01-31 Created: 2013-12-13 Updated: 2014-02-03 Builder(s): Mixed Candy - Latin Vixen,Pamiiruq Sorrell,Dog Husky,52,13-12-2013,03-02-2014,Mixed Candy,492,Partial,None,Realistic,Plantigrade,Four,Brown,Blue,Husky,
,Papaya,Fox,100,,,Mixed Candy,492,Fullsuit,None,Toony,Plantigrade,Four,Blue,Green,Fox,
,Pauls Husky,Dog Husky,52,,,Mixed Candy,492,Partial,None,Toony,N/A,N/A,Black,Black,Husky,
,Pawsables,Dog Domestic,47,,,Mixed Candy,492,Fullsuit,None,Toony,Digitigrade,Four,Brown,Green,Dog Half Cocked Stub Tail,
,Phalon,Dog Border Collie,35,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Five,Black,Brown,Dog Half Cocked Medium Tail,
,Pine Marten,Marten,157,,,Mixed Candy,492,Partial,None,Realistic,N/A,N/A,Brown,Green,"Mustelidae (Weasel, Meerkat etc)",
,Pippy,Rabbit,182,,,Mixed Candy,492,Partial,None,Toony,Plantigrade,Four,Brown,Green,Rabbit,
